,Country,Continent/Region,Year,Code,Expenditure,Regime
665,Congo,Central Africa,1980,COG,6.359240055,Closed Autocracy
668,Congo,Central Africa,1998,COG,4.068270206,Closed Autocracy
669,Congo,Central Africa,2002,COG,3.208319902,Closed Autocracy
706,Cote d'Ivoire,West Africa,1970,CIV,5.865389824,Closed Autocracy
707,Cote d'Ivoire,West Africa,1972,CIV,7.531859875,Closed Autocracy
708,Cote d'Ivoire,West Africa,1973,CIV,7.045609951,Closed Autocracy
709,Cote d'Ivoire,West Africa,1974,CIV,5.69039011,Closed Autocracy
710,Cote d'Ivoire,West Africa,1975,CIV,6.785739899,Closed Autocracy
711,Cote d'Ivoire,West Africa,1976,CIV,6.462120056,Closed Autocracy
712,Cote d'Ivoire,West Africa,1978,CIV,6.753670216,Closed Autocracy
713,Cote d'Ivoire,West Africa,1979,CIV,8.231389999,Closed Autocracy
714,Cote d'Ivoire,West Africa,1980,CIV,6.859759808,Closed Autocracy
717,Cote d'Ivoire,West Africa,1994,CIV,4.78869009,Closed Autocracy
722,Cote d'Ivoire,West Africa,1999,CIV,4.094329834,Closed Autocracy
832,Democratic Republic of Congo,Central Africa,1980,COD,2.267309904,Closed Autocracy
833,Democratic Republic of Congo,Central Africa,1981,COD,2.535049915,Closed Autocracy
834,Democratic Republic of Congo,Central Africa,1982,COD,2.799819946,Closed Autocracy
835,Democratic Republic of Congo,Central Africa,1983,COD,1.29945004,Closed Autocracy
836,Democratic Republic of Congo,Central Africa,1984,COD,0.7041400075,Closed Autocracy
837,Democratic Republic of Congo,Central Africa,1985,COD,0.825699985,Closed Autocracy
838,Democratic Republic of Congo,Central Africa,1986,COD,0.7225000262,Closed Autocracy
839,Democratic Republic of Congo,Central Africa,1987,COD,0.861199975,Closed Autocracy
840,Democratic Republic of Congo,Central Africa,1988,COD,0.8148400187,Closed Autocracy
1451,India,South Asia,2003,IND,3.613409996,Electoral Democracy
1452,India,South Asia,2004,IND,3.352540016,Electoral Democracy
1453,India,South Asia,2005,IND,3.188750029,Electoral Democracy
1454,India,South Asia,2006,IND,3.142849922,Electoral Democracy
1455,India,South Asia,2009,IND,3.278249979,Electoral Democracy
1456,India,South Asia,2010,IND,3.377690077,Electoral Democracy
1457,India,South Asia,2011,IND,3.79618001,Electoral Democracy
1458,India,South Asia,2012,IND,3.867500067,Electoral Democracy
973,Eritrea,East Africa,1996,ERI,1.638550043,Closed Autocracy
974,Eritrea,East Africa,1998,ERI,4.620580196,Closed Autocracy
975,Eritrea,East Africa,1999,ERI,5.26281023,Closed Autocracy
976,Eritrea,East Africa,2001,ERI,4.047160149,Closed Autocracy
977,Eritrea,East Africa,2002,ERI,3.523900032,Closed Autocracy
978,Eritrea,East Africa,2004,ERI,3.148969889,Closed Autocracy
979,Eritrea,East Africa,2006,ERI,2.127000093,Closed Autocracy
1004,Eswatini,Southern Africa,1976,SWZ,3.714349985,Closed Autocracy
1005,Eswatini,Southern Africa,1977,SWZ,3.944299936,Closed Autocracy
1006,Eswatini,Southern Africa,1978,SWZ,5.796520233,Closed Autocracy
1007,Eswatini,Southern Africa,1979,SWZ,6.364280224,Closed Autocracy
1008,Eswatini,Southern Africa,1980,SWZ,5.297200203,Closed Autocracy
1009,Eswatini,Southern Africa,1981,SWZ,6.58382988,Closed Autocracy
1010,Eswatini,Southern Africa,1982,SWZ,6.753640175,Closed Autocracy
1011,Eswatini,Southern Africa,1987,SWZ,5.802199841,Closed Autocracy
1012,Eswatini,Southern Africa,1988,SWZ,5.511559963,Closed Autocracy
1013,Eswatini,Southern Africa,1989,SWZ,5.661290169,Closed Autocracy
1014,Eswatini,Southern Africa,1990,SWZ,5.484570026,Closed Autocracy
1015,Eswatini,Southern Africa,1994,SWZ,5.140289783,Closed Autocracy
1016,Eswatini,Southern Africa,1995,SWZ,5.653140068,Closed Autocracy
1017,Eswatini,Southern Africa,1996,SWZ,4.938159943,Closed Autocracy
1018,Eswatini,Southern Africa,1999,SWZ,5.090950012,Closed Autocracy
1019,Eswatini,Southern Africa,2000,SWZ,5.508480072,Closed Autocracy
1020,Eswatini,Southern Africa,2001,SWZ,4.838240147,Closed Autocracy
1021,Eswatini,Southern Africa,2002,SWZ,4.440869808,Closed Autocracy
1022,Eswatini,Southern Africa,2003,SWZ,5.816770077,Closed Autocracy
1023,Eswatini,Southern Africa,2004,SWZ,5.401609898,Closed Autocracy
1024,Eswatini,Southern Africa,2005,SWZ,6.484620094,Closed Autocracy
1025,Eswatini,Southern Africa,2006,SWZ,6.554759979,Closed Autocracy
1026,Eswatini,Southern Africa,2008,SWZ,6.618120193,Closed Autocracy
1027,Eswatini,Southern Africa,2009,SWZ,6.471350193,Closed Autocracy
1028,Eswatini,Southern Africa,2010,SWZ,6.118370056,Closed Autocracy
1029,Eswatini,Southern Africa,2011,SWZ,6.864329815,Closed Autocracy
1030,Eswatini,Southern Africa,2014,SWZ,7.070320129,Closed Autocracy
1031,Ethiopia,East Africa,1982,ETH,2.112349987,Closed Autocracy
1032,Ethiopia,East Africa,1983,ETH,2.302059889,Closed Autocracy
1033,Ethiopia,East Africa,1984,ETH,2.112030029,Closed Autocracy
1034,Ethiopia,East Africa,1985,ETH,2.337569952,Closed Autocracy
1035,Ethiopia,East Africa,1986,ETH,2.137949944,Closed Autocracy
1036,Ethiopia,East Africa,1993,ETH,2.3542099,Closed Autocracy
1142,Gabon,Central Africa,1992,GAB,2.805520058,Closed Autocracy
1157,Gambia,West Africa,1995,GMB,2.553560019,Closed Autocracy
1215,Ghana,West Africa,1974,GHA,3.802710056,Closed Autocracy
1216,Ghana,West Africa,1975,GHA,4.876540184,Closed Autocracy
1217,Ghana,West Africa,1976,GHA,5.828829765,Closed Autocracy
1218,Ghana,West Africa,1977,GHA,6.09528017,Closed Autocracy
1221,Ghana,West Africa,1981,GHA,1.808120012,Closed Autocracy
1222,Ghana,West Africa,1982,GHA,1.904539943,Closed Autocracy
1223,Ghana,West Africa,1986,GHA,3.354480028,Closed Autocracy
1224,Ghana,West Africa,1987,GHA,3.306699991,Closed Autocracy
1225,Ghana,West Africa,1988,GHA,3.187419891,Closed Autocracy
1289,Guinea,West Africa,1991,GIN,2.016390085,Closed Autocracy
1290,Guinea,West Africa,1992,GIN,2.00632,Closed Autocracy
1291,Guinea,West Africa,1993,GIN,2.088439941,Closed Autocracy
1299,Guinea,West Africa,2008,GIN,1.581120014,Closed Autocracy
1300,Guinea,West Africa,2009,GIN,2.207250118,Closed Autocracy
1314,Guinea-Bissau,West Africa,2013,GNB,2.13248992,Closed Autocracy
1899,Lesotho,Southern Africa,1971,LSO,4.641550064,Closed Autocracy
1900,Lesotho,Southern Africa,1972,LSO,4.526509762,Closed Autocracy
1901,Lesotho,Southern Africa,1973,LSO,4.866559982,Closed Autocracy
1902,Lesotho,Southern Africa,1974,LSO,4.234240055,Closed Autocracy
1903,Lesotho,Southern Africa,1983,LSO,10.09694004,Closed Autocracy
1904,Lesotho,Southern Africa,1984,LSO,6.428410053,Closed Autocracy
1905,Lesotho,Southern Africa,1985,LSO,7.088580132,Closed Autocracy
1906,Lesotho,Southern Africa,1988,LSO,7.216639996,Closed Autocracy
1907,Lesotho,Southern Africa,1989,LSO,6.202280045,Closed Autocracy
1910,Lesotho,Southern Africa,1995,LSO,8.64097023,Closed Autocracy
1911,Lesotho,Southern Africa,1997,LSO,11.36400986,Closed Autocracy
1912,Lesotho,Southern Africa,1999,LSO,12.49934959,Closed Autocracy
1913,Lesotho,Southern Africa,2000,LSO,10.09154987,Closed Autocracy
1914,Lesotho,Southern Africa,2001,LSO,9.365050316,Closed Autocracy
1929,Libya,North Africa,1999,LBY,2.264169931,Closed Autocracy
1975,Madagascar,Southern Africa,1972,MDG,3.217370033,Closed Autocracy
1976,Madagascar,Southern Africa,1973,MDG,2.711149931,Closed Autocracy
1977,Madagascar,Southern Africa,1974,MDG,2.673759937,Closed Autocracy
2001,Madagascar,Southern Africa,2009,MDG,2.825129986,Closed Autocracy
2002,Madagascar,Southern Africa,2011,MDG,2.381680012,Closed Autocracy
2003,Madagascar,Southern Africa,2012,MDG,2.340670109,Closed Autocracy
2004,Madagascar,Southern Africa,2013,MDG,1.776939988,Closed Autocracy
2016,Malawi,Southern Africa,1987,MWI,3.525079966,Closed Autocracy
2017,Malawi,Southern Africa,1988,MWI,3.171439886,Closed Autocracy
2018,Malawi,Southern Africa,1989,MWI,3.176350117,Closed Autocracy
2019,Malawi,Southern Africa,1990,MWI,3.270539999,Closed Autocracy
2084,Mali,West Africa,1978,MLI,3.559590101,Closed Autocracy
2085,Mali,West Africa,1980,MLI,3.470659971,Closed Autocracy
2086,Mali,West Africa,1981,MLI,3.447940111,Closed Autocracy
2087,Mali,West Africa,1982,MLI,3.278850079,Closed Autocracy
2088,Mali,West Africa,1986,MLI,2.435369968,Closed Autocracy
2148,Mauritania,West Africa,2006,MRT,1.958510041,Closed Autocracy
2249,Morocco,North Africa,1973,MAR,4.671689987,Closed Autocracy
2250,Morocco,North Africa,1974,MAR,4.275489807,Closed Autocracy
2251,Morocco,North Africa,1975,MAR,5.212709904,Closed Autocracy
2252,Morocco,North Africa,1976,MAR,6.027120113,Closed Autocracy
2253,Morocco,North Africa,1977,MAR,6.084249973,Closed Autocracy
2254,Morocco,North Africa,1978,MAR,6.20182991,Closed Autocracy
2255,Morocco,North Africa,1979,MAR,6.315480232,Closed Autocracy
2256,Morocco,North Africa,1980,MAR,5.104859829,Closed Autocracy
2257,Morocco,North Africa,1981,MAR,5.689260006,Closed Autocracy
2258,Morocco,North Africa,1982,MAR,6.122680187,Closed Autocracy
2259,Morocco,North Africa,1983,MAR,6.174670219,Closed Autocracy
2260,Morocco,North Africa,1984,MAR,5.190130234,Closed Autocracy
2261,Morocco,North Africa,1985,MAR,5.102169991,Closed Autocracy
2262,Morocco,North Africa,1986,MAR,5.259280205,Closed Autocracy
2263,Morocco,North Africa,1987,MAR,5.162139893,Closed Autocracy
2264,Morocco,North Africa,1988,MAR,4.577819824,Closed Autocracy
2265,Morocco,North Africa,1989,MAR,4.757329941,Closed Autocracy
2266,Morocco,North Africa,1990,MAR,4.510489941,Closed Autocracy
2267,Morocco,North Africa,1991,MAR,4.303160191,Closed Autocracy
2268,Morocco,North Africa,1993,MAR,4.824969769,Closed Autocracy
2269,Morocco,North Africa,1995,MAR,4.734809875,Closed Autocracy
2270,Morocco,North Africa,1998,MAR,5.115540028,Closed Autocracy
2271,Morocco,North Africa,1999,MAR,5.140160084,Closed Autocracy
2272,Morocco,North Africa,2008,MAR,5.342150211,Closed Autocracy
2273,Morocco,North Africa,2009,MAR,5.260640144,Closed Autocracy
2425,Niger,West Africa,1971,NER,1.052270055,Closed Autocracy
2427,Niger,West Africa,1991,NER,2.292059898,Closed Autocracy
2428,Niger,West Africa,1992,NER,2.226560116,Closed Autocracy
2442,Niger,West Africa,2010,NER,2.744709969,Closed Autocracy
2451,Nigeria,West Africa,1974,NGA,3.210170031,Closed Autocracy
2452,Nigeria,West Africa,1975,NGA,3.063689947,Closed Autocracy
2783,Rwanda,Central Africa,1977,RWA,2.150209904,Closed Autocracy
2784,Rwanda,Central Africa,1978,RWA,2.232470036,Closed Autocracy
2785,Rwanda,Central Africa,1979,RWA,2.441279888,Closed Autocracy
2786,Rwanda,Central Africa,1980,RWA,2.666330099,Closed Autocracy
2787,Rwanda,Central Africa,1981,RWA,4.392970085,Closed Autocracy
2788,Rwanda,Central Africa,1987,RWA,3.505779982,Closed Autocracy
2789,Rwanda,Central Africa,1988,RWA,3.335340023,Closed Autocracy
2790,Rwanda,Central Africa,1989,RWA,3.746629953,Closed Autocracy
2791,Rwanda,Central Africa,1999,RWA,4.57848978,Closed Autocracy
2792,Rwanda,Central Africa,2000,RWA,4.09510994,Closed Autocracy
2793,Rwanda,Central Africa,2001,RWA,5.666069984,Closed Autocracy
2883,Seychelles,East Africa,1988,SYC,8.291890144,Closed Autocracy
2884,Seychelles,East Africa,1989,SYC,8.229519844,Closed Autocracy
2898,Sierra Leone,West Africa,2000,SLE,4.949369907,Closed Autocracy
2899,Sierra Leone,West Africa,2001,SLE,3.432719946,Closed Autocracy
2998,Somalia,East Africa,1972,SOM,1.184689999,Closed Autocracy
2999,Somalia,East Africa,1973,SOM,1.277279973,Closed Autocracy
3000,South Africa,Southern Africa,1987,ZAF,5.164330006,Closed Autocracy
3001,South Africa,Southern Africa,1988,ZAF,5.290589809,Closed Autocracy
3002,South Africa,Southern Africa,1989,ZAF,4.85255003,Closed Autocracy
3003,South Africa,Southern Africa,1990,ZAF,5.125790119,Closed Autocracy
3004,South Africa,Southern Africa,1991,ZAF,5.737349987,Closed Autocracy
3005,South Africa,Southern Africa,1993,ZAF,5.886020184,Closed Autocracy
3052,South Sudan,Central Africa,2011,SSD,0.962890029,Closed Autocracy
3053,South Sudan,Central Africa,2013,SSD,1.024500012,Closed Autocracy
3054,South Sudan,Central Africa,2014,SSD,1.232460022,Closed Autocracy
3055,South Sudan,Central Africa,2015,SSD,1.465559959,Closed Autocracy
3056,South Sudan,Central Africa,2016,SSD,1.543900013,Closed Autocracy
3315,Togo,West Africa,1970,TGO,2.113800049,Closed Autocracy
3316,Togo,West Africa,1979,TGO,6.679140091,Closed Autocracy
3409,Uganda,East Africa ,1971,UGA,3.161050081,Closed Autocracy
3410,Uganda,East Africa ,1973,UGA,3.350229979,Closed Autocracy
3411,Uganda,East Africa ,1974,UGA,3.390919924,Closed Autocracy
3412,Uganda,East Africa ,1975,UGA,3.221029997,Closed Autocracy
3413,Uganda,East Africa ,1976,UGA,2.676589966,Closed Autocracy
3417,Uganda,East Africa ,1985,UGA,3.431960106,Closed Autocracy
3418,Uganda,East Africa ,1988,UGA,5.103650093,Closed Autocracy
554,Chad,North Africa,1997,TCD,2.27335,Electoral Aurocracy
555,Chad,North Africa,1998,TCD,1.64902997,Electoral Aurocracy
556,Chad,North Africa,1999,TCD,3.227859974,Electoral Aurocracy
557,Chad,North Africa,2000,TCD,2.646709919,Electoral Aurocracy
558,Chad,North Africa,2001,TCD,2.42614007,Electoral Aurocracy
559,Chad,North Africa,2004,TCD,1.592949986,Electoral Aurocracy
560,Chad,North Africa,2005,TCD,1.694769979,Electoral Aurocracy
561,Chad,North Africa,2009,TCD,2.311739922,Electoral Aurocracy
562,Chad,North Africa,2010,TCD,1.981940031,Electoral Aurocracy
563,Chad,North Africa,2011,TCD,2.2579,Electoral Aurocracy
564,Chad,North Africa,2012,TCD,2.206150055,Electoral Aurocracy
565,Chad,North Africa,2013,TCD,2.850709915,Electoral Aurocracy
566,Chad,North Africa,2017,TCD,2.454819918,Electoral Aurocracy
1459,India,South Asia,2013,IND,3.844670057,Electoral Democracy
1460,Indonesia,Southeast Asia,1972,IDN,2.788209915,Electoral Autocracy
1461,Indonesia,Southeast Asia,1989,IDN,0.8714100122,Electoral Autocracy
1462,Indonesia,Southeast Asia,1994,IDN,0.9985499978,Electoral Autocracy
1463,Indonesia,Southeast Asia,1995,IDN,1.004349947,Electoral Autocracy
1464,Indonesia,Southeast Asia,1996,IDN,1.078549981,Electoral Autocracy
1465,Indonesia,Southeast Asia,1997,IDN,1.072080016,Electoral Autocracy
1466,Indonesia,Southeast Asia,2001,IDN,2.460030079,Electoral Democracy
1467,Indonesia,Southeast Asia,2002,IDN,2.645689964,Electoral Democracy
34,Albania,South Europe,2017,ALB,3.611720085,Electoral Democracy
1468,Indonesia,Southeast Asia,2003,IDN,3.217999935,Electoral Democracy
1469,Indonesia,Southeast Asia,2004,IDN,2.748470068,Electoral Democracy
1470,Indonesia,Southeast Asia,2005,IDN,2.872819901,Electoral Democracy
1471,Indonesia,Southeast Asia,2007,IDN,3.044250011,Electoral Democracy
1472,Indonesia,Southeast Asia,2008,IDN,2.901900053,Electoral Democracy
1473,Indonesia,Southeast Asia,2009,IDN,3.525130033,Electoral Democracy
1474,Indonesia,Southeast Asia,2010,IDN,2.81227994,Electoral Democracy
1475,Indonesia,Southeast Asia,2011,IDN,3.189440012,Electoral Democracy
1476,Indonesia,Southeast Asia,2012,IDN,3.407480001,Electoral Democracy
1477,Indonesia,Southeast Asia,2013,IDN,3.359040022,Electoral Democracy
48,Argentina,South America,1973,ARG,1.780519962,Electoral Autocracy
57,Argentina,South America,1983,ARG,1.617499948,Electoral Autocracy
1478,Indonesia,Southeast Asia,2014,IDN,3.288009882,Electoral Democracy
1479,Indonesia,Southeast Asia,2015,IDN,3.583600044,Electoral Democracy
1480,Iran,The Middle East,1971,IRN,2.770339966,Closed Autocracy
1481,Iran,The Middle East,1972,IRN,2.766720057,Closed Autocracy
1482,Iran,The Middle East,1973,IRN,2.876679897,Closed Autocracy
1483,Iran,The Middle East,1974,IRN,2.690340042,Closed Autocracy
1484,Iran,The Middle East,1975,IRN,2.965569973,Closed Autocracy
1485,Iran,The Middle East,1977,IRN,5.416259766,Closed Autocracy
1486,Iran,The Middle East,1981,IRN,7.131400108,Closed Autocracy
1487,Iran,The Middle East,1982,IRN,5.802050114,Closed Autocracy
136,Austria,Central Europe,1970,AUT,4.147160053,Liberal Democracy
137,Austria,Central Europe,1971,AUT,4.282350063,Liberal Democracy
138,Austria,Central Europe,1972,AUT,4.450150013,Liberal Democracy
139,Austria,Central Europe,1973,AUT,4.515470028,Liberal Democracy
140,Austria,Central Europe,1974,AUT,4.655940056,Liberal Democracy
141,Austria,Central Europe,1975,AUT,5.127960205,Liberal Democracy
142,Austria,Central Europe,1976,AUT,5.237659931,Liberal Democracy
143,Austria,Central Europe,1977,AUT,4.95401001,Liberal Democracy
144,Austria,Central Europe,1978,AUT,5.159790039,Liberal Democracy
145,Austria,Central Europe,1979,AUT,5.038159847,Liberal Democracy
146,Austria,Central Europe,1980,AUT,5.008969784,Liberal Democracy
147,Austria,Central Europe,1981,AUT,5.367809772,Liberal Democracy
148,Austria,Central Europe,1982,AUT,5.362989902,Liberal Democracy
149,Austria,Central Europe,1983,AUT,5.303780079,Liberal Democracy
150,Austria,Central Europe,1984,AUT,5.294469833,Liberal Democracy
151,Austria,Central Europe,1985,AUT,5.297210217,Liberal Democracy
152,Austria,Central Europe,1986,AUT,5.499959946,Liberal Democracy
153,Austria,Central Europe,1987,AUT,5.376110077,Liberal Democracy
154,Austria,Central Europe,1988,AUT,5.190730095,Liberal Democracy
155,Austria,Central Europe,1989,AUT,5.01816988,Liberal Democracy
156,Austria,Central Europe,1990,AUT,4.957250118,Liberal Democracy
157,Austria,Central Europe,1991,AUT,5.103219986,Liberal Democracy
158,Austria,Central Europe,1992,AUT,5.296979904,Liberal Democracy
159,Austria,Central Europe,1993,AUT,5.251999855,Liberal Democracy
160,Austria,Central Europe,1995,AUT,5.428349972,Liberal Democracy
161,Austria,Central Europe,1996,AUT,5.259900093,Liberal Democracy
162,Austria,Central Europe,1998,AUT,6.103740215,Liberal Democracy
163,Austria,Central Europe,1999,AUT,6.112339973,Liberal Democracy
164,Austria,Central Europe,2000,AUT,5.588809967,Liberal Democracy
165,Austria,Central Europe,2001,AUT,5.575479984,Liberal Democracy
166,Austria,Central Europe,2002,AUT,5.522130013,Liberal Democracy
167,Austria,Central Europe,2003,AUT,5.361830235,Liberal Democracy
168,Austria,Central Europe,2004,AUT,5.302430153,Liberal Democracy
169,Austria,Central Europe,2005,AUT,5.249370098,Liberal Democracy
1488,Iran,The Middle East,1983,IRN,4.180530071,Closed Autocracy
1489,Iran,The Middle East,1984,IRN,3.801609993,Closed Autocracy
1490,Iran,The Middle East,1985,IRN,3.460190058,Closed Autocracy
1491,Iran,The Middle East,1986,IRN,3.569910049,Electoral Autocracy
1492,Iran,The Middle East,1987,IRN,4.140920162,Electoral Autocracy
1493,Iran,The Middle East,1988,IRN,3.681299925,Electoral Autocracy
1494,Iran,The Middle East,1989,IRN,3.997210026,Electoral Autocracy
1495,Iran,The Middle East,1990,IRN,3.773910046,Electoral Autocracy
1496,Iran,The Middle East,1991,IRN,3.743530035,Electoral Autocracy
1497,Iran,The Middle East,1992,IRN,3.640460014,Electoral Autocracy
1498,Iran,The Middle East,1993,IRN,4.314620018,Electoral Autocracy
1499,Iran,The Middle East,1995,IRN,4.081809998,Electoral Autocracy
1500,Iran,The Middle East,1996,IRN,3.537760019,Electoral Autocracy
1501,Iran,The Middle East,1999,IRN,4.22040987,Electoral Autocracy
1502,Iran,The Middle East,2000,IRN,4.030640125,Electoral Autocracy
